,episode_idx,round,topic,message,dodeca_response,memnet_response,knowledge,gold,dodeca_label,memnet_label
549,839,1,The Royal Ballet,"Makes sense, royal isnt used much around here haha.",it ' s actually the largest ballet company in britain .,it ' s one of the four largest ballet companies in the world .,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",i bet hahah the royal ballet was founded in 1931 so that explains the name,0,0
550,824,0,McDonald's,Do you like McDonalds? I used to love them until the past few years,"yes , i love their fast food . it ' s been around since 1940 .",i love mcdonalds ! it was founded in 1940 by richard and maurice mcdonald .,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.","I loved them way back when! They were founded in the 1940s in San Bernardino, California. I am not crazy about them anymore.",0,0
551,817,1,Brewery,"I see, I'm sure they have a lot of history to them","yes , commercial brewing has been going on for over 2500 years .",the history of brewing dates back to 2500 bc !,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.","Actually, the first record of brewing beer for sale was way back in 2500 BC",0,0
553,814,3,McDonald's,"McDonalds was the food equivalent of Disneyland for me as a kid. The playground and toy, not to mention the jingle that I still know by heart.",yes ! i remember the first one was in phoenix arizona in 1953 .,the golden arches logo was first used in 1953 in phoenix arizona .,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.","I loved the golden arches which were launched at at a location in Phoenix, Arizona! I also remember that jingle as i memorized it when I was a kid! lol",1,0
554,811,1,Salsa (dance),It has become more soicalable then ever you see it every where now and I believe it was the Caribbean right.,that ' s true . it originated in puerto rico .,salsa dance has origins in puerto rican bomba and mambo .,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.","Yes, haha. However the movements of salsa have origins in Puerto Rico, do you know which dances salsa takes it's movement from",0,0
555,317,2,Airplane,"I don't like to fly, although I've been flying since I was a child.  I still don't care for it.  It scares me a bit.",the wright brother invented an airplane and flew it in 1903,that ' s true . the first airplane was invented in 1903 .,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",I would guess there has been some fear since The Wright brothers invented and flew the first airplane in 1903,0,0
556,792,1,Walmart,Wow walmart is old. Can you work a day shift as a walmart stocker or only a night shift?,i don ' t think so . i think it ' s more of a night job . they also own and operate their own retail stores .,"i am not sure , but i do know sam ' s club is also owned by walmart .",It also owns and operates Sam's Club retail warehouses.,"It is mainly night time, though I believe that you can do either/or at their other company called Sam's Club.",0,0
557,788,2,Game of Thrones,Cool where is the show set?,the show is set on fictional continents such as essos,it is set in westeros and essos . it has three story arcs .,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",well it is set on the fictional continents of westeros and essos,0,0
558,786,1,Pancake,"Me too! Ive been wanting to try some new pancake recipes ive been looking at, Do you know when they invented pancakes?",i ' m not sure when they were invented but archaeological evidence suggest they were most widespread in prehistoric times,the earliest evidence of pancakes date back to prehistoric times .,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,Thats the thing they are old. evidence suggest that pancakes were the most widespread cereal food eaten in prehistoric societies.,1,0
559,783,2,Crochet,"Yes, it is cool how you can make something with a single string of yarn.",the name crochet actually comes from french word crochet meaning small hook .,"the word crochet comes from the french word "" crochet "" which means small hook .","The name is derived from the French term ""crochet"", meaning 'small hook'.","The name itself comes from a French word that means "" small hook "". I always thought that was really neat.",0,0
561,779,1,Grey's Anatomy,"i think i have heard of that show, is that the one that they perform surgery on cats and dogs?","yes that is the one , it focuses on interns and residents","it focuses on the lives of surgical interns , residents , and physicians .","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.","not exactly, it is a fictional series that focuses on the lives of surgical interns",0,0
